iteration,TANK_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2
0,2.151919018349389,36.842916066223594,19.5232160723857,34.278517600961436,27.533397064375173,34.45159848783774,34.45748841910385,2.974895165619607,2.970471159769609,0.0972466894649951,0.09726588163438532,1,1
1,2.1016181915937295,36.796087936520465,19.491752251613626,34.250465662137245,27.484796486086616,34.42355953271547,34.429455309781076,2.9748702470555415,2.9704418503817394,0.09729879577623347,0.0973180033211121,1,1
2,2.051511290553421,36.749437400887686,19.460406429641147,34.22252367952812,27.436378013036396,34.39563048633255,34.40153208782171,2.974845419607611,2.970412648165656,0.09735068792172266,0.09736991078294521,1,1
3,2.0015976018998742,36.78640687310329,20.835779417774525,34.6750742431764,27.48747618029642,34.84797195437996,34.8537794123403,2.9752467197899506,2.9708846602598484,0.09650901475350611,0.0965279896880352,1,1
4,1.9647364840190846,36.751417964499794,20.80038318751138,34.65396206667572,27.451234384486888,34.826869512524766,34.83268135342939,2.9752280368773114,2.9708626852847217,0.0965483383816016,0.09656732487568234,1,1
5,1.9279673711228895,36.7165160540838,20.765073834431284,34.63290424206457,27.415081595871733,34.80582139945027,34.81163761289439,2.975209398315471,2.970840762475518,0.09658755506660416,0.09660655309112107,1,1
6,1.8912900130006278,36.68170090637966,20.729851129649,34.61190061222109,27.37901757982369,34.78482745809133,34.79064803369569,2.975190803995609,2.9708188917042406,0.09662666514914589,0.09664567467506412,1,1
7,1.8547041602385974,36.68561975678803,21.38851727629288,34.682046961152096,27.37223471771052,34.85494145772813,34.86074746832875,2.975252889362885,2.970891916955587,0.09649602607216508,0.09651499718907722,1,1
8,1.8228295509688905,36.65531601936513,21.357832058771685,34.66377883559733,27.340833610404324,34.83668175477662,34.84249155758535,2.975236724546093,2.9708729037826913,0.09653005433107359,0.09654903545011151,1,1
9,1.7910345571759763,36.625087709345195,21.32722236971538,34.64555756510502,27.309509839634323,34.818468886746885,34.82428247269536,2.9752205983836433,2.970853936075457,0.09656399103804891,0.09658298213404072,1,1
10,1.759318964659002,36.59493462471363,21.29668801146638,34.62738301679633,27.278263202867926,34.80030272080964,34.806120080851855,2.9752045107803653,2.9708350137219455,0.09659783647602045,0.09661683752386313,1,1
11,1.727682559879085,36.93664501422734,26.59204807351629,35.199052233214076,27.379094175139734,35.371708972555325,35.37740793483728,2.9757091974450702,2.9714286298402186,0.0955312040155316,0.09554989226447502,1,1
12,1.7445159164965247,36.95264656999443,26.608469537840357,35.2086800272167,27.39578214581568,35.38133235020423,35.387029324056456,2.9757176733923743,2.971438599312201,0.09551320387746452,0.09553188686247553,1,1
13,1.7613071584555229,36.968608566779395,26.624850178581717,35.218284400238275,27.41242865498068,35.39093231802542,35.396627308469576,2.975726127934003,2.971448543606705,0.09549524631803813,0.09551392405205769,1,1
14,1.778056385377269,36.98453109603879,26.641190091194808,35.227865404593345,27.429033799454864,35.40050892830648,35.40620194035208,2.9757345611216053,2.971458462784504,0.09547733124787666,0.09549600374381613,1,1
15,1.79476369667384,37.27281529691619,26.181453087147368,35.31757039662193,27.497675474088474,35.49017279929588,35.495847296902625,2.9758134813754182,2.971551289374183,0.09530953769759173,0.09532816115700342,1,1
16,1.8231939031287965,37.29957334185845,26.20901640529798,35.33369989806795,27.525724693359656,35.506294910723426,35.511966081029456,2.9758276644344477,2.971567971594112,0.09527935619259445,0.0952979708361975,1,1
17,1.8515534943723537,37.326266122446,26.236511896419024,35.34979113647323,27.553704962846474,35.52237877779419,35.52804662921167,2.9758418116349006,2.9715846116370273,0.09524924287678276,0.09526784872587235,1,1
18,1.8798426299473334,37.35289378105669,26.263939711205033,35.36584419030481,27.581616435364232,35.53842447893132,35.54408901985268,2.9758559230609123,2.9716012096019,0.09521919762573561,0.09523779470156148,1,1
19,1.9080614691054478,37.232538257672616,28.84417430789319,35.10539749517987,27.678674952443764,35.27809721622492,35.28381553069009,2.975626706167631,2.9713316029910004,0.09570623780808662,0.09572497726923417,1,1
20,1.9473046334437925,37.26950659674536,28.882383140883526,35.12776565065174,27.717223816871005,35.30045510256893,35.30616879343829,2.9756464148670645,2.9713547845083426,0.0956644437930027,0.09568317102164513,1,1
21,1.986450012927321,37.306385073834875,28.92049786464481,35.15008152328407,27.75567788240989,35.32276073228611,35.32846981136146,2.9756660732584876,2.971377906853263,0.09562274095589426,0.09564145598135454,1,1
22,2.025497820886912,37.34317387502328,28.958518683702415,35.17234521196448,27.79403735091345,35.34501420420405,35.35071868326014,2.975685681457179,2.9714009701613406,0.09558112915278162,0.09559983200432394,1,1
23,2.0644482703165608,37.14295311428336,25.584631116007863,34.98768534257917,27.679130977554415,35.16043914129693,35.166181803813956,2.975522919300161,2.9712095281171855,0.09592607085384335,0.09594487470047623,1,1
24,2.057997137394949,37.1367777713847,25.578323481969484,34.98395373383515,27.672704696028198,35.156709247879064,35.162452682708235,2.97551962721451,2.971205655942029,0.0959330368620023,0.0959518427500595,1,1
25,2.0515623027452676,37.13061800857177,25.572031727197235,34.98023159780699,27.666294595683475,35.15298882288404,35.158733028092456,2.9755163433681204,2.9712017934579578,0.0959399850066287,0.09595879293094833,1,1
26,2.045143724572526,37.12447378598095,25.56575581123986,34.97651890996056,27.659900635283925,35.1492778417885,35.155022815448106,2.975513067740259,2.971197940640579,0.0959469153349159,0.09596572529034929,1,1
27,2.03874136119218,37.425042823858604,25.58339895393288,34.78551517344303,27.6588094858972,34.958361993270984,34.96414653780313,2.9753443914632243,2.970999542381925,0.09630321339602434,0.09632212787169983,1,1
28,2.039354683492789,37.42562755041726,25.584000457696654,34.78587062854905,27.6594224897212,34.95871728466926,34.96450175549333,2.9753447056541518,2.9709999119355643,0.09630255076900211,0.09632146505011763,1,1
29,2.0399664554537793,37.42621079981792,25.584600441632553,34.786225186227966,27.660033944692934,34.959071679054304,34.96485607635661,2.9753450190507635,2.971000280554911,0.09630188981330724,0.09632080390035419,1,1
30,2.040576680985538,37.4267925757821,25.58519890957104,34.78657884873799,27.660643854715794,34.959425178683304,34.96520950264974,2.9753453316550846,2.9710006482423594,0.0963012305247423,0.09632014441821084,1,1
31,2.0411853639886175,37.24890020222837,29.24196142627185,34.51789343692582,27.715754647422905,34.690863669909305,34.696703780200735,2.975107534639392,2.9707209496975366,0.09680164295137506,0.09682070396305884,1,1
32,2.063867598804208,37.27041773618424,29.264265583154206,34.531023425058294,27.738182460620457,34.70398759583617,34.70982497667016,2.975119169337482,2.970734634511615,0.09677721057502396,0.0967962643949764,1,1
33,2.086492669493296,37.29188187498718,29.286513982118827,34.544121568487995,27.760554249024416,34.71707969251692,34.722914350852676,2.9751307743707756,2.9707482844338315,0.0967528352565958,0.09677188190250761,1,1
34,2.1090607095546403,37.313292746893524,29.30870673254953,34.55718793956511,27.782870141273754,34.73014003226308,34.73597197504229,2.975142349813595,2.9707618995516043,0.09672851687650376,0.0967475563660243,1,1
35,2.1315718522071876,37.08398609174762,26.85361634992102,34.08299462147842,27.687508228337855,34.256166076661856,34.26209678551649,2.9747213452242462,2.970266711022333,0.09760966489531891,0.09762896425587905,1,1
36,2.1068374441299085,37.0604655076196,26.829572302264033,34.0686077167107,27.663073027512645,34.24178584264406,34.24771955494475,2.9747085425955078,2.9702516524828226,0.09763635414290575,0.09765566139293282,1,1
37,2.0821654805917404,37.03700410427206,26.80558823234191,34.05425790189443,27.638698828797466,34.22744268227818,34.233379390686096,2.9746957712491024,2.9702366307378867,0.09766297198487903,0.09768228710432852,1,1
