iteration,TANK_LEVEL,J421,J332,J156,J39,J269,J273,J280,J285,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2
0,3.020682859012595,37.655944253190626,20.83139123847105,34.75375166370968,28.374894987102515,34.92661311472784,34.932404246835105,2.975316311011433,2.9709665139527317,0.09636241924094031,0.09638135110325842,1,1
1,2.9673546559137094,37.60563597234906,20.78054442476641,34.72315104735108,28.322797005327338,34.89602659809991,34.90182407849643,2.975289250546517,2.970934685239854,0.09641944519623129,0.09643839381001816,1,1
2,2.9141598756917944,37.555452904891254,20.72982178727971,34.69263061259787,28.27082634887858,34.865520230238346,34.871324044138134,2.975262253106685,2.9709029306579353,0.09647630971274096,0.09649527503545818,1,1
3,2.861098140636372,37.602618180651476,21.693181208434773,35.27399280950007,28.33113452991065,35.446615183805804,35.452298673490205,2.9757751514529858,2.9715062054337977,0.09539106293869139,0.09540971021796936,1,1
4,2.821946497803495,37.56546557121371,21.655622920878123,35.251560515609526,28.292678500772034,35.42419317393781,35.429881293925945,2.975755414167942,2.971482990292401,0.09543301970631103,0.09545167924835417,1,1
5,2.782893020594898,37.528405751138166,21.618157133086875,35.22918635854445,28.254317243527787,35.40182927646899,35.40752201576285,2.975735723762213,2.9714598302910034,0.09547486116377871,0.09549353293754322,1,1
6,2.743937439224254,37.49143846659591,21.58078359934239,35.206870167779115,28.216050506261872,35.379523320933686,35.38522066856231,2.9757160801205416,2.971436725294069,0.09551658768599579,0.09553527166052503,1,1
7,2.7050794847823454,37.505944210493425,21.187997293916887,35.19590605641096,28.196327119648565,35.368564239002936,35.374263851097524,2.9757064275317333,2.9714253718476655,0.09553708590081077,0.09555577586966482,1,1
8,2.6690226195426305,37.47172687296958,21.153377233684715,35.175247283248694,28.160867146924026,35.3479149438768,35.35361882338499,2.9756882371103686,2.97140397613952,0.09557570463293655,0.09559440589738534,1,1
9,2.633056109985148,37.4375949507468,21.11884251092524,35.15464186947766,28.12549463138938,35.32731898554681,35.33302712229511,2.9756700900538604,2.971382631437635,0.09561421805736733,0.09563293058886263,1,1
10,2.5971797097256513,37.40354821205105,21.084392900230718,35.134089660243816,28.09020934196247,35.30677620921443,35.312488593054354,2.9756519862556132,2.971361337616621,0.09565262651121086,0.09567135028128265,1,1
11,2.561393173168611,37.74908969312648,27.627285344080683,35.7240254539566,28.222515045167576,35.89644198557575,35.90203279608454,2.9761702085005695,2.9719708745177016,0.0945479320369837,0.09456633345982861,1,1
12,2.580861893458888,37.76758472432299,27.646262992847703,35.73517199204473,28.241792533703126,35.907583436772654,35.91317195694427,2.9761799713547035,2.971982357661645,0.09452701505256149,0.09454541038977296,1,1
13,2.6002816746247817,37.786033895282614,27.66519327656129,35.746291406500205,28.26102194206711,35.91869777726963,35.92428401292683,2.9761897093882226,2.9719938116114335,0.09450614731690739,0.09452453658347819,1,1
14,2.619652631893615,37.80443731118234,27.684076305304167,35.757383757053674,28.280203381832727,35.929785066766016,35.935369023717556,2.976199422660983,2.9720052364374823,0.09448532872935006,0.09450371194023907,1,1
15,2.6389748802571376,38.12993941252029,27.1380036812698,35.91690486899155,28.354171292031403,36.08923345573902,36.094784669675334,2.976338993895304,2.9721694012018176,0.09418575101252134,0.09420404715582935,1,1
16,2.669607218813823,38.158735328064594,27.167677609788107,35.93428231326399,28.38436436947884,36.10660298482911,36.11215063500815,2.9763541848566817,2.9721872689286783,0.09415309591126757,0.09417138257215633,1,1
17,2.7001631547887115,38.18746080354727,27.197278251588507,35.95161851061633,28.4144829642866,36.12393128713866,36.12947538262796,2.976369337165792,2.9722050911925635,0.09412051428192683,0.0941387914833536,1,1
18,2.7306428600846857,38.21611599162958,27.22680576867362,35.968913544591004,28.444527240657088,36.14121844616284,36.146758996008685,2.9763844509133577,2.9722228681001965,0.09408800599386233,0.09410627375873572,1,1
19,2.7610465062989533,37.941974551138316,29.1365072084239,35.74835905357577,28.44420183239975,35.92076448090731,35.92635029178821,2.976191520051316,2.9719959413272647,0.09450226679480132,0.09452065493256118,1,1
20,2.785590934725704,37.965258476222814,29.160481606368272,35.76242659196092,28.468452198096493,35.93482560098383,35.94040852206598,2.9762038381859455,2.972010430011892,0.09447586358321554,0.09449424404111434,1,1
21,2.810073587994907,37.98848477548887,29.184396172511946,35.77646014095588,28.492642099136184,35.94885274806127,35.95443278672454,2.9762161248624466,2.9720248816953188,0.09444952153541884,0.09446789433230594,1,1
22,2.834494609211717,38.01165357818083,29.208251043342038,35.79045977286518,28.51677167317313,35.96284599440497,35.9684231580116,2.9762283801560017,2.972039296465958,0.09442324053350848,0.09444160568819167,1,1
23,2.8588541412053985,37.85761553892097,26.39047829416399,35.247539727899095,28.464819582573192,35.42017422978253,35.42586317981747,2.975751875983036,2.9714788286530194,0.09544053938354975,0.09545920112366191,1,1
24,2.847958818814078,37.84719118526692,26.379848414990768,35.24121436345787,28.453990212906056,35.41385176570394,35.41954202160527,2.9757463095537418,2.971472281377558,0.0954523686512409,0.09547103384932745,1,1
25,2.837091173184902,37.83679326194978,26.3692453855247,35.23490520610778,28.44318820571626,35.40754550146207,35.41323705996351,2.9757407570472623,2.971465750478224,0.09546416708710004,0.09548283573435944,1,1
26,2.8262511321813406,37.82642170028544,26.358669136525187,35.22861221285109,28.43241349039753,35.40125539407751,35.406948251921065,2.9757352184284116,2.971459235913642,0.09547593477566074,0.09549460686331451,1,1
27,2.8154386238646367,38.15773230709995,26.815774073257735,35.0144313860424,28.43651713967828,35.187172892082984,35.19291001991827,2.975546511633283,2.9712372775916904,0.09587613718121613,0.09589492639667932,1,1
28,2.8181644341186853,38.160329386007604,26.818445823374482,35.01601826569153,28.439237876047308,35.18875904249005,35.194495841989806,2.9755479112080963,2.9712389237818257,0.09587317425518979,0.09589196260259837,1,1
29,2.8208833120564094,38.162919875339924,26.821110788659958,35.01760112984438,28.441951703850798,35.190341179257246,35.19607765125728,2.975549307220092,2.9712405657813292,0.0958702187940206,0.0958890062755748,1,1
30,2.823595275143248,38.16550379162558,26.823768986161816,35.01917998851802,28.44465864044387,35.191919312396934,35.19765545773096,2.9755506996782373,2.971242203600788,0.09586727077925111,0.09588605739714563,1,1
31,2.8263003408014526,38.020834040593485,30.098610600879645,34.310108469813756,28.509326782647783,34.48317473912873,34.48905808896379,2.9749232199171587,2.9705041574293602,0.09718799765105574,0.0972071725065961,1,1
32,2.8508177102235095,38.0440755540089,30.122720453775806,34.324456250835965,28.53354750516467,34.49751588266163,34.503396244024145,2.9749359587109154,2.970519140887248,0.09716133711230801,0.09718050410480547,1,1
33,2.8752727022971953,38.06725892369829,30.14676948081891,34.33876904996144,28.557707186290834,34.51182206137791,34.51769944195796,2.9749486647241667,2.9705340857885787,0.0971347389677618,0.09715389811668265,1,1
34,2.899665463006741,38.09038428139287,30.170757822206703,34.353046942082784,28.581805966398086,34.52609335012919,34.531967757598366,2.974961338035598,2.970548992225879,0.0971082030961006,0.09712735442086795,1,1
35,2.923996138052516,37.8966225271479,27.22421414183271,34.146506555244926,28.479720770757517,34.31964857274406,34.32556602754083,2.9747778425813465,2.9703331636013885,0.09749181224002591,0.09751107677555737,1,1
36,2.899217620170859,37.873084491385626,27.20015485618,34.13199243553119,28.455244692486367,34.30514117875282,34.31106166174705,2.974764934448359,2.970317980966641,0.09751874911135895,0.09753802160480116,1,1
37,2.8745021261853054,37.8496061163285,27.176156029553503,34.117516036019,28.430830168652612,34.29067148839866,34.29659499213223,2.974752058106141,2.9703028357245174,0.09754561332611181,0.09756489375708378,1,1
38,2.849849486103338,37.82618724188033,27.15221750257168,34.1030772504821,28.40647703676138,34.27623939549724,34.282165912530886,2.9747392134743222,2.970287727780473,0.09757240510332564,0.09759169345150219,1,1
39,2.8252595304449244,37.61724172378784,22.509321477856794,34.20107185763976,28.198077275552144,34.37418859825087,34.38009467234997,2.9748263544594593,2.970390223606678,0.0973905202223241,0.09740975484308187,1,1
40,2.7739806495033577,37.56903341449383,22.460328896591598,34.17151631733418,28.14794323700942,34.344646747672556,34.350558985451784,2.974800080877884,2.970359320438831,0.09744539017322446,0.09746464099692353,1,1
41,2.722830147162867,37.52094506302227,22.41145611817533,34.14203814149613,28.09793191556964,34.31518222952323,34.32110061655702,2.974773868785192,2.9703284895950333,0.09750010548864801,0.0975193724741228,1,1
42,2.6718076616298276,37.47297633408469,22.362702819861575,34.11263709250285,28.048042980323252,34.28579480625852,34.29171932815669,2.9747477180308195,2.970297730898146,0.09755466670661142,0.09757394981281615,1,1
43,2.6209128323693847,39.094837421291416,19.58202698055789,35.097784215927504,28.24766709966668,35.270487432703334,35.27620732109435,2.975619997096665,2.9713237117323956,0.09572046143027511,0.09573920505507483,1,1
44,2.6282534588471265,39.10163583802573,19.58663591494299,35.10191505071566,28.254958487767546,35.27461637073604,35.28033540512753,2.975623637384693,2.9713279934659482,0.09571274403058799,0.0957314853962509,1,1
45,2.6355651409246548,39.10840762983089,19.591226781748702,35.10602978982152,28.262221289854033,35.278729220552265,35.28444740430564,2.975627263344208,2.9713322583461874,0.0957050564802073,0.09572379559556089,1,1
46,2.642847992396227,39.11515290005069,19.5957996512439,35.110128495087395,28.26945561711647,35.282826043965045,35.288543380428564,2.9756308750313636,2.9713365064391937,0.09569739866615025,0.09571613553998796,1,1
47,2.650102126610335,39.786508704735866,18.802534703415574,35.47099192173167,28.29968540100233,35.64352407847585,35.64916694837096,2.9759482986509553,2.9717098624649907,0.09502231684578165,0.09504085646600759,1,1
48,2.666399131798258,39.80136069956434,18.812271825372278,35.48003371301873,28.31576575612062,35.652561733139464,35.658202740550024,2.975956237734316,2.9717192004747233,0.0950053799974486,0.09502391467775473,1,1
49,2.682631583238205,39.81615465000881,18.82197083348671,35.489040568830845,28.331783140372075,35.661564468673575,35.66720362095893,2.9759641454472288,2.971728501586334,0.09498850751532587,0.09500703727491913,1,1
50,2.6987997355104483,39.83089077920728,18.831631874784364,35.49801262044143,28.347737796786355,35.67053241628737,35.67616972077798,2.9759720219129235,2.9717377659447592,0.0949716991656253,0.09499022402363955,1,1
51,2.7149038421917595,39.82785052569875,19.386538879194603,35.47074343911548,28.39766082676882,35.64327570954572,35.64891863062715,2.975948080462615,2.9717096058302133,0.09502278228170868,0.09504132203769308,1,1
