,r1,r2,r3,r4,r5,r6,r7,r8,r9
0,0.2448607788241941,0.14271687308805014,0.2708496621297529,0.16496511648703552,0.08942848631395521,0.1309946646754757,0.2516832116782129,0.3851386873025068,0.09272229517671005
1,0.2641260823520292,0.23241219117934597,0.17552208059176275,0.2566297826821671,0.08001938551844358,0.30645594439185714,0.04248727285553656,0.22293690564470062,0.17229104929959232
2,0.17627327171054874,0.09968121148138771,0.13190885054632517,0.38059444235594203,0.05698476899827002,0.20920088999523886,0.2058485917731428,0.29562376623778835,0.20527271648657436
3,0.092068477358108,0.12543209632839522,0.06737791831307194,0.2400944259032637,0.16839975042196273,0.2208690962743731,0.11504373610839916,0.044094725480318564,0.2954659634131084
4,0.0767837629750705,0.20021153745421905,0.24912155525742696,0.2531926442635278,0.11733552623661753,0.05802426964768055,0.21502617677297775,0.22219783911830537,0.3367624552512421
5,0.3293663253687401,0.14724092500620242,0.09130995792354094,0.3024259748854733,0.4082788961179692,0.44915728818076317,0.08621449403705105,0.1161458116000382,0.1038179944736073
6,0.1708735129125757,0.06174582378527198,0.3502415358411979,0.2418401609909737,0.2036164295787726,0.18006939921367335,0.11941744349352516,0.2892201306667336,0.17953633229578675
7,0.376497788569601,0.35334387953269064,0.05803561762108079,0.16521451482044236,0.34660275264288604,0.36642249675028943,0.3555984166059608,0.24573138657413385,0.1375932283949616
8,0.13576184212476947,0.06948002264767301,0.4502818992078698,0.46268462543619476,0.18234900704524132,0.21875629672413283,0.08484011335385483,0.08036130448092155,0.05191623136044437
9,0.35481133751343424,0.13539075835165068,0.15993685811553432,0.13578886931400613,0.14821714815032552,0.22697673257734124,0.07957638767415567,0.3920485918526748,0.031116440642543066
10,0.39260521766585893,0.05971969423577754,0.33876009055954914,0.39024626916638505,0.19902669817440155,0.30685829914861484,0.1900979357189214,0.4256677768122898,0.3673236489785704
