,r1,r2,r3,r4,r5,r6,r7,r8,r9
0,2.515165463685873,0.9584423940890789,3.0124616294220266,1.746249695087414,1.5370674137732399,2.126220854069684,2.2299797919838062,2.5485836211372708,0.9354703772614462
1,1.7677679265567798,1.4525827301214052,2.3461578049942755,0.6951850173458309,1.6793600060395153,1.2316876997930977,3.2699695923165524,0.7022737103169948,1.4132904533174315
2,1.5153849797627943,1.2532281138610175,1.738105735765268,0.9595833255770053,2.9321343617381204,0.8733808873758966,1.7237551745106512,2.257986111008707,1.0993362452974704
3,4.172117860466672,2.356702537375852,0.5278341237698894,2.5699507470654175,1.3772944242135534,1.6981362900963406,0.7556434020845064,3.063814464518368,0.999153581673798
4,0.8491243303935762,2.8337429791887687,0.9297112820093467,2.6266072752885488,2.404077459354506,3.2102380075265358,0.5397898237023963,1.182096762539246,0.3855873060785494
5,1.0350737989609304,1.948622475315489,1.3572805882779906,1.238020272428191,2.137088723859896,4.1483814864770885,3.0322064581913226,2.345412855467997,2.431076565378089
6,0.8912149851358847,2.058710327264997,0.25144104868175915,2.5686788668633143,2.085231751891457,2.5886304190835796,1.2145622973462649,2.354123585882435,1.600181469746806
7,2.2229729434470262,2.1183735202887757,1.490010842948617,1.6830001661077227,2.4445552900313237,0.6945670399747423,1.8252768503643877,3.97670995691091,1.7346762902266655
8,2.2084439462205814,1.2256544855206122,1.7031706277819028,3.5451130726919757,2.3901483057854893,2.500439773454996,2.0898700559934227,2.301024832087687,1.1270241175891873
9,2.4128216570940437,2.6686684007986026,4.2872568508132,1.5673583662587516,3.2305233377947316,1.4115758544939556,0.9356307503496545,2.413357289657228,2.7762587878641667
10,2.6687456745505354,3.5558697897338583,1.6955885968467181,2.359097944389865,1.8248338200652114,1.7373744880638053,1.3906031172911053,2.8344772258862045,1.674257606402922
11,1.6881964425246156,2.2120705920959445,1.3311021318290284,4.4705463155102505,0.7404166355022131,2.497851315918477,2.677638003336144,1.4595566366291433,2.2110586262743213
12,1.2296279051619676,0.8415365682137134,1.6402329089794014,1.7901884957478345,0.6813362795793472,3.146480482005817,1.3524560623470974,1.3835315241886328,0.3336987193833752
13,0.7699907305145021,0.3346989469370741,3.75438534420313,0.8100540756047314,1.5746306308671418,1.5533756416280555,2.1823908163435846,2.4340509123689036,2.307070860635255
14,2.07196694406701,2.252685948773516,1.915697539902004,2.2256268597896223,2.2417895553260165,1.6538817898409668,0.7777187284241527,2.314781928393091,1.415299302006539
15,3.69797831798319,0.7126729526556489,2.584657880088245,0.27817809220950346,1.1317980448431921,1.9467894944193145,1.526064109098585,0.8767916594834171,0.4339960445975904
16,2.2742728872984666,0.8209293717026809,1.655579267913696,1.723015375382803,0.40434993387359247,2.641910648650857,1.1178568129589217,1.309312021152399,2.177460978622489
17,0.46666326977220585,2.3441208829947,2.3338672517943513,3.207226288367487,2.2461730882349893,0.28815987684168415,2.6453754397310676,3.040965448060153,2.3587742554337363
18,2.3257529656291283,2.7677540627377923,2.169894557078553,0.6926810027860182,0.8404555329368697,1.4970979070320667,2.312408238432933,0.7756615365746897,2.8475612365698804
19,1.4876389100012581,4.11171355789934,3.2701745230712103,3.0495884854962028,1.058569813100985,2.3230594707131793,0.19057901445687542,3.983444012227941,1.3252962359724922
20,1.878244634191096,2.935253790193203,1.5712941633824031,1.5503057280218986,0.5883695722479053,2.4920587091682163,3.541661992434237,2.804557028497411,1.375618029669108
21,1.3099940131577337,0.6106099833643078,2.45423055304501,3.375410041814802,0.5190716876207422,1.691311406116707,1.0999982186763044,3.728931196859017,2.690696659517021
22,1.5878341546051076,1.4000829760179339,0.02078322832870653,1.3004129740716817,1.9802621945245178,3.900353795906644,0.961321413343709,2.7942632728944625,1.4340540450446124
23,2.003446493129152,0.9440197621125979,1.0628256842371533,3.7372302775046466,3.1640733106263754,0.5554014477004492,1.2353946460881604,1.0074508098540114,2.6977142472872395
24,3.436042731625367,3.8653862938508063,1.9689218942272146,1.9943808592946413,0.9046297418909651,3.499600932718638,1.729118916957378,2.104061190578833,2.0208934477252365
25,1.709067338639888,2.808512041510445,0.01618389062797398,0.7374479201714578,2.6456569524795532,2.7322118997509444,3.078744948302008,3.6149395879960875,0.15405185803929153
26,1.3863839517074008,0.6330298369167312,1.5624018775967408,1.070436372248526,2.174832524567312,2.6478483345833803,0.5120049344828947,3.806364492426243,1.8150608067563272
27,1.427309988912173,1.16150001850949,2.5893048641050607,1.9160190632254772,2.7365519392876454,1.820372573957839,3.1323724499378685,2.6507295476199717,3.0597631081614742
28,1.411683250010209,4.481028764314753,3.6535017081935366,1.080221772282299,1.9529265247025895,0.8549779503666037,1.9939999456247677,3.614004155884159,3.311004435400713
29,0.4589932933908023,3.1601823279263472,1.9534273968261378,2.4764398423715854,3.937957072574858,1.9557793823963479,1.9736552534979106,1.9036246487740047,2.0123784816797827
