,r1,r2,r3,r4,r5,r6,r7,r8,r9
0,21.208797452631494,89.55084013904876,46.174087139486836,4.134693808027478,13.990436383412472,49.781787873216004,34.271568763501854,27.951428422216342,67.97484098455537
1,58.34918090347559,18.02036361267007,71.61721128247179,20.418205360991667,84.60395747131886,54.43795546222394,58.47525730934632,75.67356775621076,20.582635587480073
2,57.658564876951424,46.764593995961405,40.14811824548883,52.01898975002857,96.27095919442068,11.888122494708146,68.00023869186029,23.091139039350583,66.82800605453761
3,18.353812877945792,62.97921097793712,69.44100619265261,29.656250818493934,34.02705105116751,48.33430086734453,84.33908433913129,30.794442647901153,44.46384007974761
4,40.698487376548556,16.177142578275078,62.10495907676028,50.33926647419674,64.4333050461918,56.11951169286937,58.458955048029836,32.24183357648255,55.23779589093956
5,69.47635030947528,75.6230078302943,16.0324131567625,60.059850908442485,28.365985976736322,56.20562681962238,44.40947036218511,87.98601823768135,118.29607918070904
6,19.01126042923616,66.34688868617265,19.896754304184363,71.69661638286775,50.63985346595647,4.848565109573197,88.41433983937728,46.56917985462903,93.18612184515267
7,56.08700574093146,70.6074801934558,33.10679755420969,46.68778666324777,16.248944236462815,75.12148671264494,42.8047658199433,35.23853760962755,34.13975715369845
8,56.601798681646216,66.78172672486424,61.25604216121409,52.04584495565653,46.212140232688476,25.202062141442013,25.54438829661145,52.21219112337499,30.821653503404352
9,59.89023219869225,26.189708277242044,14.833571861705057,11.1414216848879,25.40540510772131,42.62333426807284,71.15643671725638,94.22302197347803,75.75557625208322
10,96.49560182376,23.23297988818185,92.48157488667395,12.918750848261542,40.79601445541577,16.526118494975915,83.84274678815076,58.30840597793593,48.99907616319017
11,69.16736886619839,56.58860159553475,51.1583329547354,91.64507152993592,59.17102294661668,49.20787840006499,25.43195501989513,55.5414675088544,45.313253908207926
12,10.304359067653802,18.34439885728614,24.170030681751033,57.46762238209243,78.30189029375536,67.32112309501933,39.59783967660421,43.98635113607781,56.980318953699
13,38.03432914163391,37.601953591723735,101.7708312806536,24.002170740671964,51.40276919864685,71.39192968713743,72.51686920280208,35.81810681475194,41.58677027763481
14,45.07251007025359,28.82479069466816,37.31778917241066,46.51305826478793,30.75208186573224,38.54090452952777,74.17306501027065,83.63734084679675,14.8461346563908
15,38.705953306107794,59.239030365360136,78.09311363161676,9.55202202424984,75.13851086516232,23.84859620041503,51.16969205727088,77.90615764745218,23.720217673102518
16,63.50082271042179,43.613308111344125,32.867326819977734,73.06902056434292,51.56616136170227,70.65990458835734,78.77071876437414,41.657958483332855,89.27751314015828
17,51.52682437468989,33.8153994186125,63.24961673066001,37.5802018191641,25.597758378082325,34.70866999357768,46.64069555150096,13.647405723910316,31.974737614259677
18,44.77680431270186,19.365462172187545,66.7458954575585,39.46229294316606,58.14098438301462,86.50706878942748,46.87589679112844,19.425828521525418,46.226343101061346
19,16.210319626633304,22.54934497042499,37.59263228090465,83.82588811605092,50.91398744341336,83.01151229034369,33.93499397021588,20.51902162705978,35.321404647752786
20,50.83457714265937,31.831698380711156,74.47563170891799,51.046728598890226,89.05186744046556,2.731279905236262,22.60011106249581,68.11189018214054,26.425575626673826
21,39.59177005363424,38.3929543830715,64.06692414190397,39.93012814139027,48.83406775190597,27.68890748517786,35.36613988819798,51.60308415009126,67.09950342025645
22,60.85425802226459,23.43046358139733,74.38729140096865,67.4678969946774,61.99117382880301,80.82261273434851,28.581474583937847,11.168721321084478,48.51286465920277
23,93.15520642205365,16.18927488509274,32.69140748554894,32.535373582360634,23.676118014483354,49.67520191094184,37.09178318183043,31.377514025875975,56.187910076803625
24,26.594747134981255,39.967280493129074,26.434355456179958,51.734022125408934,31.79426733403257,95.38860524378066,104.38760875847674,23.675919704395724,33.85535642867448
25,40.19214256376264,89.42863825505673,46.51185255136477,8.616049467435564,62.341945087799246,44.82856376966221,70.2693763783495,29.297881823329636,19.596684464857816
26,63.0594016259856,35.340357778735104,60.12646840229505,34.843700663599606,70.04684237850302,54.744312833094455,55.684130641112546,50.57620996645035,22.38722744796066
27,93.97265297318937,75.66613441134716,28.15199138158096,33.727965777117554,38.34539666498304,112.12429158140446,61.653856294985744,40.20887385868643,73.57037319414648
28,113.87157683640747,55.59715424843602,68.90582112646142,37.79719935144706,56.49117156425252,74.29173151343515,36.83927005573744,39.58861697149228,21.127386933689618
29,58.692155675532405,74.20699212733118,19.88917215567087,72.15062556921266,32.42998016432432,45.933684727752144,63.27015800525486,26.21880062643846,39.41442920253637
30,69.41884280233684,63.230374000478356,17.378326435236257,25.784377937468395,29.576420395466428,5.121581048270633,17.60972617330521,50.62732851805238,29.57905860288319
31,49.56908021674905,62.97725477155753,26.9306457117952,54.64498221018931,63.34228190126992,46.91378033154498,96.09897141102576,48.23548384785919,49.37421358929079
