PAT1,PAT4
0.046171199491319356,0.04096737404828662
0.030865502186393202,0.03113640119734411
0.03799778648938151,0.019285162505030054
0.025396530613567093,0.039866711527113026
0.046074933133101695,0.050769152096753804
0.07214995832917206,0.050024280894045994
0.07582965544042629,0.07582184908663256
0.10962138534823593,0.07616161272762778
0.11082837976845045,0.07498519826259223
0.08300953416960562,0.07987678935695132
0.0663640861112609,0.08059253761871722
0.0744180677682079,0.06556635801218177
0.06571447611323197,0.07120205006500402
0.05976171307176182,0.06386651265315821
0.0726263490246249,0.06950727134441127
0.0628900105888416,0.0769454453091557
0.06407351630489538,0.07195482573505949
0.07986972232090309,0.0510929644434934
0.0710729362582371,0.06961312942767076
0.07271813296837551,0.06120226574841257
0.05929631721366896,0.05081958509113196
0.050040826428993115,0.04548272912677651
0.06200335475028367,0.04342066928377609
0.06254904040852034,0.03589078692436729
0.057720200351131894,0.05684132499609687
0.03067285077417251,0.04341052256005807
0.0682388734484965,0.031352230655510925
0.03979808396457893,0.0320663126122491
0.0512236352558971,0.05260307640780548
0.05305682639323558,0.05260110468847348
0.08592047762825714,0.08097892322914876
0.11275609672775981,0.1070367377540812
0.0734699220930423,0.08146987581569784
0.07002494808926271,0.07193658351115649
0.07708882491706212,0.06493760187060987
0.05216077673961837,0.06654618585644564
0.09010038951449405,0.07003641012144535
0.04968503721214257,0.04912886875675782
0.04678814005684566,0.054299495261779435
0.07201219007272416,0.07330928897019044
0.06770514505731591,0.062113566395499684
0.08484772002284065,0.058679372618501834
0.07221330772025457,0.059355790929925836
0.08397153288245006,0.05842725025339876
0.06696855223107273,0.058565222013358925
0.06233132371325431,0.05398388255528882
0.03972791396739627,0.047894198810060316
0.09270524814434873,0.04316903545765391
0.07052020151291108,0.06339680361603126
0.04207896438745709,0.03748744264273472
0.014112956570002184,0.02844040239543918
0.050821446414368074,0.04621046146070581
0.040189120194039474,0.05167635335362196
0.04125885901290981,0.050975465640290624
0.0907045588918262,0.06866100134680889
0.08791728096537278,0.09976835655626659
0.11337994178418465,0.09066203644712219
0.09481046641228108,0.07799737999035672
0.1017063931233984,0.07599336317450818
0.06832973438045005,0.06602880879016583
0.07798080231110686,0.06994050735967934
0.05893334116664712,0.06317054536710412
0.06561778507219986,0.04665146489212128
0.06297489381047963,0.053321447862675383
0.05631632233185023,0.08057492774223883
0.09096379259554283,0.07546913403104386
0.07754661543098075,0.07033042843896796
0.0730090362074492,0.06487197962252012
0.06573228516739407,0.06680525427392695
0.06219405162859528,0.05030267015312974
0.04805349529576472,0.04769546547160851
0.04681524749991832,0.05789035170611213
0.039285613929307774,0.042608959788995815
0.03588707123719087,0.02986750790084261
0.028600554956161896,0.034743610412540156
0.0165242187759528,0.036159622194538166
0.04700949213793775,0.05049591243592662
0.06287644634979284,0.07785431498767775
0.07580775820353541,0.0880909823228754
0.09254151007842429,0.06610528108883869
0.09552602935823123,0.08862552881615134
0.09243239383198446,0.07854525738359727
0.06467808071939732,0.07742964062428773
0.05160530776370164,0.06655598340866918
0.054627486016979636,0.03916330125062627
0.05651723620434343,0.06585836285603414
0.035339933341978644,0.07956439876872207
