,DMA1_pat,DMA2_pat,DMA3_pat,DMA4_pat,DMA5_pat
0,0.41167673148999023,0.3878196787023551,0.37293551793163815,0.40105041105440564,0.3798761015189738
1,0.32235670253517085,0.3342337775884424,0.335523518195394,0.3589407492474231,0.32154471004741547
2,0.3369239609808271,0.3534842306611447,0.3888556555243223,0.32382639580326317,0.3340120953181823
3,0.37093249681398305,0.40320879132456106,0.33973546328811155,0.3416089429415573,0.3482143687886331
4,0.38610919657500425,0.4275210854449533,0.4008256185103233,0.4214901839830209,0.42758734271728754
5,0.4494644674412066,0.49718433035687265,0.5018029292762378,0.5209952907835897,0.45399782457330207
6,0.5757011013584638,0.6285217352700673,0.666204630813958,0.5778396992399767,0.676480596026663
7,0.7379449850845854,0.6950157224265753,0.7333394046189986,0.608664010538041,0.6895023238764545
8,0.7738744572188939,0.7407143968308412,0.783557287085227,0.6217299829338264,0.7334990772638774
9,0.6866739660962867,0.7200601877686866,0.6863734032491372,0.5695204851381475,0.6437200319498777
10,0.6376262710787689,0.573180581844102,0.6110580688786947,0.6543616393747056,0.6521776144371771
11,0.6162275043364339,0.6246644154725077,0.5831997061534235,0.5647096555553959,0.601929879535146
12,0.5599522810411038,0.575339727198433,0.5494413796316174,0.4781661163186852,0.5607470955216239
13,0.4885770128473143,0.4930722228819679,0.46396705310853464,0.47540380809743116,0.4867453579493685
14,0.5040774566663264,0.49513842204214087,0.5836171542522949,0.5597756086878131,0.5564090801767786
15,0.5772254084868512,0.5710467144591271,0.5458374419714546,0.5398624708909304,0.538868731391569
16,0.6443205746093238,0.6229637262015653,0.5788498841250055,0.592286999762733,0.5314962337515563
17,0.573933007923193,0.5413935801494297,0.5492218635338602,0.6274290983704071,0.4635564080096062
18,0.5168025953563812,0.5476447396803013,0.5799626454274639,0.5003423130963521,0.562632799862422
19,0.5790956685198808,0.5737057696608605,0.550208584965672,0.5132816450127785,0.6157383060783866
20,0.513943119860095,0.5422537435030206,0.5174506269657626,0.5638290845722268,0.4937213024327492
21,0.49692304675611093,0.5053840202475596,0.47164103470750574,0.5064906181513484,0.43464496664728386
22,0.40760839835179574,0.4599097412355484,0.39827420181725437,0.4075120042800018,0.407650816382032
23,0.5620453017841154,0.565139322969973,0.5068123933597586,0.4987188429971414,0.5121338353039635
24,0.471239549383699,0.44724010357389427,0.4601923551495212,0.4445309288690582,0.4415606314474809
25,0.33290313829098467,0.3722932844653333,0.3479462553026632,0.31658836779379224,0.3664422568716787
26,0.3514221971499405,0.39384665379752554,0.34818205071395925,0.340658816845858,0.3465417659032124
27,0.36081020043496764,0.3744521337472524,0.3511353949258028,0.34622112299657243,0.3557194944700671
28,0.3949130271799318,0.4347419519409871,0.4000749291294961,0.4427426478310461,0.4299444630731797
29,0.5098739774795854,0.5156239506290371,0.5234648208860748,0.5138340460983092,0.5509456480380419
30,0.6777771514623954,0.7315106106137582,0.6762660440860194,0.6721667033891631,0.713699099051333
31,0.7771944766702411,0.8227790406636322,0.7741637512794343,0.7691941140974895,0.7796994073062804
32,0.6697921179640354,0.7621381946695502,0.6868802968463855,0.7003030995058996,0.7674735448808767
33,0.672572469932968,0.6539200550031686,0.7116139001046611,0.6136351497812638,0.664558263334614
34,0.682414050186021,0.675549280452785,0.7389388227029279,0.605141710657039,0.6691952744681823
35,0.5781825986787082,0.6471607822717725,0.5560019061664174,0.6432136495275157,0.6051497610154581
36,0.5569820327637852,0.5621491393179162,0.5546375067856184,0.5209020641500772,0.57157631376199
37,0.5099855100950517,0.5400614663343513,0.5191768469389711,0.4582973299639093,0.48460340408618274
38,0.5439165868130243,0.5396482026235527,0.5163601734853914,0.43825829421933366,0.5203421056244508
39,0.5455358835402694,0.5650304570816721,0.5066931604274917,0.5131155571553355,0.49849237151198333
40,0.549572575244866,0.5734545261711783,0.6170705479630387,0.5443016895623746,0.6274763047695622
41,0.5557904775101064,0.6380028115204253,0.513267875107902,0.5370350837636851,0.544315220124494
42,0.6264390190361405,0.6499493157843487,0.5652492673773424,0.5427939211685293,0.5940381054718623
43,0.6571402368631761,0.5822262050410915,0.5759243371696418,0.5574590254204413,0.5503119912713608
44,0.612955057967761,0.5504059787152825,0.49914707210519993,0.5058099144135424,0.5259639015832318
45,0.47449611711222645,0.4219247448780996,0.46937523468803877,0.4406521888403032,0.4937795617868359
46,0.4478268722292009,0.415814813752542,0.4085749111112015,0.43802716555388926,0.38951423180398614
47,0.5258811574009397,0.5212000521296217,0.49625367862942643,0.5012713672975838,0.48604379060701564
48,0.4616194209890374,0.4735652165696676,0.41507843810239087,0.4408404816386385,0.39827253555372016
49,0.35406386001596557,0.3451362651500892,0.36742490300094155,0.33564791461773724,0.35747618406795095
50,0.33777546394980384,0.346747554592986,0.36454183989864136,0.3415193411614092,0.35335756049888156
51,0.3380900908076157,0.3622229527344494,0.3867916531731975,0.38183329215453454,0.3721146423406379
52,0.4003522998696867,0.40676943390098425,0.4487209736456218,0.4043964507282556,0.40156258373676296
53,0.536378183504491,0.523079462294473,0.4896975062265012,0.5021735505420579,0.4895880563588859
54,0.7220841536265892,0.6955667450575732,0.7147129531262444,0.6383027725926188,0.7023548747642325
55,0.6959442255023406,0.808225548255215,0.7690154152156574,0.7049045734919905,0.8292328855600443
56,0.6833264664497709,0.8423851824805587,0.6885286114003388,0.7100805335712229,0.8292117741300685
57,0.6804323506685389,0.7817687553182964,0.7149985462625194,0.695022333020844,0.6466676370606103
58,0.6232617502514111,0.6488758081942194,0.6465424471411899,0.6034952688895218,0.6237267565819107
59,0.6323291484895647,0.6175003419534686,0.621388313319621,0.569230708443266,0.584433500150674
60,0.5601114513243213,0.6007927012857952,0.5790660733674354,0.4881159049456551,0.5842184500425351
61,0.493179106869143,0.5119520862937721,0.5736655079562911,0.509620454806281,0.4950709804630567
62,0.5158277417168102,0.4843236975342077,0.5306780078496864,0.5133481110858309,0.5459382335330715
63,0.5823430148402633,0.5301481455472485,0.49139849164583055,0.5484308784014214,0.5763646689242533
64,0.5654697134958168,0.621837868329777,0.5091180096388961,0.5884788569443469,0.5165884110984054
65,0.6252291266820832,0.6550576880224988,0.6114983188674737,0.5698905933191643,0.535254170956042
66,0.5643837170360758,0.5122589696516997,0.503299119841301,0.5367492629700016,0.6223347648692372
67,0.5530546664586422,0.5353317036153706,0.5694448198673496,0.5642149769103814,0.48651784262213843
