iteration,timestamp,T1
1,2020-07-08 20:52:12.163928,1.43012736888309
2,2020-07-08 20:52:12.331821,1.43012736888309
3,2020-07-08 20:52:12.497688,1.43012736888309
4,2020-07-08 20:52:12.676623,1.43012736888309
5,2020-07-08 20:52:12.847838,1.43012736888309
6,2020-07-08 20:52:13.031727,1.43012736888309
7,2020-07-08 20:52:13.400078,1.43012736888309
8,2020-07-08 20:52:13.866610,1.43012736888309
9,2020-07-08 20:52:14.262896,1.43012736888309
10,2020-07-08 20:52:14.631326,1.43012736888309
11,2020-07-08 20:52:14.974271,1.43012736888309
12,2020-07-08 20:52:15.282574,1.43012736888309
13,2020-07-08 20:52:15.563664,1.43012736888309
14,2020-07-08 20:52:16.019064,1.43012736888309
15,2020-07-08 20:52:16.415348,1.43012736888309
16,2020-07-08 20:52:16.841194,1.43012736888309
17,2020-07-08 20:52:17.152770,1.43012736888309
18,2020-07-08 20:52:17.493612,1.43012736888309
19,2020-07-08 20:52:17.788913,1.43012736888309
20,2020-07-08 20:52:18.182024,1.43012736888309
21,2020-07-08 20:52:18.536951,1.43012736888309
22,2020-07-08 20:52:18.889230,3.0
23,2020-07-08 20:52:19.295533,3.0
24,2020-07-08 20:52:19.585511,3.0
25,2020-07-08 20:52:19.934451,3.0
26,2020-07-08 20:52:20.226386,3.0
27,2020-07-08 20:52:20.588201,3.0
28,2020-07-08 20:52:20.982193,3.0
29,2020-07-08 20:52:21.339192,3.0
30,2020-07-08 20:52:21.779446,2.97424624437397
31,2020-07-08 20:52:22.138973,2.97424624437397
32,2020-07-08 20:52:22.444362,2.97424624437397
33,2020-07-08 20:52:22.815882,2.97424624437397
34,2020-07-08 20:52:23.120615,2.97424624437397
35,2020-07-08 20:52:23.552841,2.97424624437397
36,2020-07-08 20:52:23.915822,2.97424624437397
37,2020-07-08 20:52:24.262943,2.97424624437397
38,2020-07-08 20:52:24.569009,2.97424624437397
39,2020-07-08 20:52:24.919810,2.97424624437397
40,2020-07-08 20:52:25.320986,2.94860862148096
41,2020-07-08 20:52:25.709139,2.94860862148096
42,2020-07-08 20:52:26.159533,2.94860862148096
43,2020-07-08 20:52:26.553237,2.94860862148096
44,2020-07-08 20:52:26.916052,2.94860862148096
45,2020-07-08 20:52:27.277816,2.94860862148096
46,2020-07-08 20:52:27.678465,2.94860862148096
47,2020-07-08 20:52:28.040110,2.94860862148096
48,2020-07-08 20:52:28.389909,2.94860862148096
49,2020-07-08 20:52:28.771586,2.91302988804756
50,2020-07-08 20:52:29.148955,2.91302988804756
51,2020-07-08 20:52:29.439199,2.91302988804756
52,2020-07-08 20:52:29.930025,2.91302988804756
53,2020-07-08 20:52:30.486039,2.91302988804756
54,2020-07-08 20:52:30.953178,2.91302988804756
55,2020-07-08 20:52:31.332047,2.91302988804756
56,2020-07-08 20:52:31.812333,2.91302988804756
57,2020-07-08 20:52:32.166628,2.91302988804756
58,2020-07-08 20:52:32.547808,2.87585760414079
59,2020-07-08 20:52:33.026167,2.87585760414079
60,2020-07-08 20:52:33.511974,2.87585760414079
61,2020-07-08 20:52:33.912280,2.87585760414079
62,2020-07-08 20:52:34.281003,2.87585760414079
63,2020-07-08 20:52:34.757601,2.87585760414079
64,2020-07-08 20:52:35.224973,2.87585760414079
65,2020-07-08 20:52:35.712899,2.87585760414079
66,2020-07-08 20:52:36.137145,2.87585760414079
67,2020-07-08 20:52:36.536353,2.87585760414079
68,2020-07-08 20:52:37.008344,2.83878980019583
69,2020-07-08 20:52:37.332111,2.83878980019583
