PLC1,PLC2,PLC3,PLC4,PLC5,PLC6,PLC7,PLC8,PLC9,scada
14.239720924195638,4.613175297887054,11.072602558935577,8.128266119429906,7.112143034768853,14.855807282627328,3.7667697726246714,11.921572236141344,9.666322031434708,3.067014259012831
10.181307139522662,10.185921447397744,11.1876446424215,8.171499504425169,7.466702790614391,14.787710289233978,13.520171846058561,14.828564209849326,14.992454590821989,4.203045515349135
3.161434529409218,4.788642259892709,10.214602020532343,4.069568482170062,4.632053705627235,11.44873796242502,7.912855110622463,7.839088267530542,4.25260306212977,11.201564457793985
13.820120392908633,11.63171043134264,8.546375017156828,6.476603078339323,7.890843765352653,11.42021271361422,6.253740608580676,5.626169472899084,9.556367238580426,11.312149668301306
10.11408143196061,6.120673319707242,9.62947545621633,11.689016623960192,10.790134413551263,9.858162732169978,10.723913713748289,9.31002528677951,9.476544093137651,12.863710630887859
10.886525468138215,12.016668717924071,5.748288878445387,9.654729778223533,11.778398320517342,5.226045390921119,11.742793125684765,13.999412311027369,3.8598263772543873,12.703546857690691
5.387820673305821,5.210444581891023,14.058133678670401,14.901304537473372,14.59004088545967,9.485532178576195,4.3072274206658605,5.185830039817002,3.4855526577536846,14.324358935211748
4.5834277454048955,3.3340885315651088,9.889449188323768,5.974437998610354,10.146381510740524,6.458746720195877,11.997681749268331,7.860271986723698,5.719044054031442,6.29576000279836
9.37562009792304,6.430784082303672,14.661994345819464,9.841729625039225,13.59013209325732,10.735492959495556,7.414145717417105,12.299424953686021,7.02472579173391,7.518652316716809
13.365778197649718,6.4070955976219945,8.494673879894199,8.357137830462078,6.483803423876532,13.135382151577955,13.415589912655827,4.300049526547063,13.214100508106458,10.229200177441937
10.326469855339585,6.808391794729721,7.840163808523879,12.447939700146668,10.68552224395242,3.3447601274356757,9.137828452560893,6.444441652483029,10.59654356308529,10.165357709993568
